Begin,End,Activity,HRmean,HRmax,HRmin
2022-03-30T01:58:00.000+01:00, 2022-03-30T02:53:00.000+01:00, Light sleep, 56, 79, 48, 
2022-03-30T02:53:00.000+01:00, 2022-03-30T03:23:00.000+01:00, Deep sleep, 55, 57, 54, 
2022-03-30T03:23:00.000+01:00, 2022-03-30T06:20:00.000+01:00, Light sleep, 59, 94, 47, 
2022-03-30T06:20:00.000+01:00, 2022-03-30T06:37:00.000+01:00, Deep sleep, 52, 55, 48, 
2022-03-30T06:37:00.000+01:00, 2022-03-30T06:47:00.000+01:00, Light sleep, 58, 86, 47, 
2022-03-30T06:47:00.000+01:00, 2022-03-30T07:18:00.000+01:00, Deep sleep, 52, 58, 48, 
2022-03-30T07:18:00.000+01:00, 2022-03-30T08:20:00.000+01:00, Light sleep, 58, 83, 48, 
2022-03-30T08:20:00.000+01:00, 2022-03-30T08:45:00.000+01:00, Deep sleep, 52, 60, 48, 
2022-03-30T08:45:00.000+01:00, 2022-03-30T10:19:00.000+01:00, Light sleep, 59, 101, 47, 
2022-03-31T00:22:00.000+01:00, 2022-03-31T01:21:00.000+01:00, Light sleep, 63, 85, 53, 
2022-03-31T01:21:00.000+01:00, 2022-03-31T01:59:00.000+01:00, Deep sleep, 56, 63, 52, 
2022-03-31T01:59:00.000+01:00, 2022-03-31T04:27:00.000+01:00, Light sleep, 63, 78, 54, 
2022-03-31T04:27:00.000+01:00, 2022-03-31T05:18:00.000+01:00, Deep sleep, 55, 75, 52, 
2022-03-31T05:18:00.000+01:00, 2022-03-31T06:01:00.000+01:00, Light sleep, 60, 76, 47, 
2022-03-31T06:01:00.000+01:00, 2022-03-31T06:15:00.000+01:00, Deep sleep, 51, 59, 48, 
2022-03-31T06:15:00.000+01:00, 2022-03-31T06:22:00.000+01:00, Light sleep, 50, 55, 48, 
2022-03-31T06:22:00.000+01:00, 2022-03-31T06:46:00.000+01:00, Deep sleep, 53, 75, 44, 
2022-03-31T06:46:00.000+01:00, 2022-03-31T07:39:00.000+01:00, Light sleep, 56, 94, 47, 
2022-03-31T07:39:00.000+01:00, 2022-03-31T07:52:00.000+01:00, Deep sleep, 50, 55, 47, 
2022-03-31T07:52:00.000+01:00, 2022-03-31T08:54:00.000+01:00, Light sleep, 62, 92, 48, 
2022-04-01T02:18:00.000+01:00, 2022-04-01T03:11:00.000+01:00, Light sleep, 56, 76, 51, 
2022-04-01T03:11:00.000+01:00, 2022-04-01T03:26:00.000+01:00, Deep sleep, 53, 55, 52, 
2022-04-01T03:26:00.000+01:00, 2022-04-01T05:59:00.000+01:00, Light sleep, 58, 95, 48, 
2022-04-01T05:59:00.000+01:00, 2022-04-01T06:12:00.000+01:00, Deep sleep, 55, 57, 55, 
2022-04-01T06:12:00.000+01:00, 2022-04-01T06:26:00.000+01:00, Light sleep, 56, 63, 53, 
2022-04-01T06:26:00.000+01:00, 2022-04-01T06:35:00.000+01:00, Deep sleep, 54, 57, 52, 
2022-04-01T06:35:00.000+01:00, 2022-04-01T06:48:00.000+01:00, Light sleep, 56, 58, 55, 
2022-04-01T06:48:00.000+01:00, 2022-04-01T07:05:00.000+01:00, Deep sleep, 51, 56, 47, 
2022-04-01T07:05:00.000+01:00, 2022-04-01T08:04:00.000+01:00, Light sleep, 59, 93, 47, 
2022-04-01T08:04:00.000+01:00, 2022-04-01T08:25:00.000+01:00, Deep sleep, 53, 56, 48, 
2022-04-01T08:25:00.000+01:00, 2022-04-01T09:23:00.000+01:00, Light sleep, 57, 94, 47, 
2022-04-01T09:23:00.000+01:00, 2022-04-01T09:37:00.000+01:00, Deep sleep, 54, 56, 48, 
2022-04-01T09:37:00.000+01:00, 2022-04-01T09:39:00.000+01:00, Light sleep, 55, 55, 55, 
2022-04-02T00:34:00.000+01:00, 2022-04-02T03:31:00.000+01:00, Light sleep, 61, 75, 55, 
2022-04-02T03:31:00.000+01:00, 2022-04-02T03:43:00.000+01:00, Deep sleep, 57, 59, 56, 
2022-04-02T03:43:00.000+01:00, 2022-04-02T04:43:00.000+01:00, Light sleep, 60, 94, 52, 
2022-04-02T04:43:00.000+01:00, 2022-04-02T05:10:00.000+01:00, Deep sleep, 54, 56, 52, 
2022-04-02T05:10:00.000+01:00, 2022-04-02T06:24:00.000+01:00, Light sleep, 62, 95, 48, 
2022-04-02T06:24:00.000+01:00, 2022-04-02T06:41:00.000+01:00, Deep sleep, 48, 49, 48, 
2022-04-02T06:41:00.000+01:00, 2022-04-02T06:51:00.000+01:00, Light sleep, 59, 74, 49, 
2022-04-02T06:51:00.000+01:00, 2022-04-02T07:04:00.000+01:00, Deep sleep, 54, 56, 52, 
2022-04-02T07:04:00.000+01:00, 2022-04-02T07:38:00.000+01:00, Light sleep, 57, 94, 48, 
2022-04-02T07:38:00.000+01:00, 2022-04-02T08:05:00.000+01:00, Deep sleep, 52, 56, 47, 
2022-04-02T08:05:00.000+01:00, 2022-04-02T09:27:00.000+01:00, Light sleep, 58, 94, 44, 
2022-04-03T02:09:00.000+01:00, 2022-04-03T02:33:00.000+01:00, Light sleep, 70, 94, 63, 
2022-04-03T02:33:00.000+01:00, 2022-04-03T02:49:00.000+01:00, Deep sleep, 64, 67, 63, 
2022-04-03T02:49:00.000+01:00, 2022-04-03T04:45:00.000+01:00, Light sleep, 68, 106, 56, 
2022-04-03T04:45:00.000+01:00, 2022-04-03T05:07:00.000+01:00, Deep sleep, 64, 68, 60, 
2022-04-03T05:07:00.000+01:00, 2022-04-03T05:36:00.000+01:00, Light sleep, 70, 94, 63, 
2022-04-03T05:36:00.000+01:00, 2022-04-03T06:00:00.000+01:00, Deep sleep, 64, 68, 61, 
2022-04-03T06:00:00.000+01:00, 2022-04-03T06:19:00.000+01:00, Light sleep, 66, 72, 58, 
2022-04-03T06:19:00.000+01:00, 2022-04-03T06:44:00.000+01:00, Deep sleep, 62, 65, 57, 
2022-04-03T06:44:00.000+01:00, 2022-04-03T07:43:00.000+01:00, Light sleep, 67, 94, 55, 
2022-04-03T07:43:00.000+01:00, 2022-04-03T08:08:00.000+01:00, Deep sleep, 64, 67, 60, 
2022-04-03T08:08:00.000+01:00, 2022-04-03T08:54:00.000+01:00, Light sleep, 75, 101, 57, 
2022-04-03T08:54:00.000+01:00, 2022-04-03T09:25:00.000+01:00, Deep sleep, 60, 68, 54, 
2022-04-03T09:25:00.000+01:00, 2022-04-03T09:40:00.000+01:00, Light sleep, 63, 94, 55, 
2022-04-04T00:08:00.000+01:00, 2022-04-04T00:22:00.000+01:00, Light sleep, 68, 75, 63, 
2022-04-04T00:22:00.000+01:00, 2022-04-04T00:56:00.000+01:00, Deep sleep, 56, 61, 55, 
2022-04-04T00:56:00.000+01:00, 2022-04-04T01:47:00.000+01:00, Light sleep, 57, 73, 52, 
2022-04-04T01:47:00.000+01:00, 2022-04-04T02:08:00.000+01:00, Deep sleep, 61, 74, 54, 
2022-04-04T02:08:00.000+01:00, 2022-04-04T02:19:00.000+01:00, Light sleep, 65, 75, 59, 
2022-04-04T02:19:00.000+01:00, 2022-04-04T02:55:00.000+01:00, Deep sleep, null
2022-04-04T02:55:00.000+01:00, 2022-04-04T03:50:00.000+01:00, Light sleep, 61, 83, 54, 
2022-04-04T03:50:00.000+01:00, 2022-04-04T04:06:00.000+01:00, Deep sleep, 55, 57, 54, 
2022-04-04T04:06:00.000+01:00, 2022-04-04T04:54:00.000+01:00, Light sleep, 55, 82, 48, 
2022-04-04T04:54:00.000+01:00, 2022-04-04T05:38:00.000+01:00, Deep sleep, 55, 60, 51, 
2022-04-04T05:38:00.000+01:00, 2022-04-04T06:11:00.000+01:00, Light sleep, 61, 91, 52, 
2022-04-04T06:11:00.000+01:00, 2022-04-04T06:42:00.000+01:00, Deep sleep, 55, 58, 53, 
2022-04-04T06:42:00.000+01:00, 2022-04-04T07:44:00.000+01:00, Light sleep, 64, 94, 48, 
2022-04-04T07:44:00.000+01:00, 2022-04-04T07:54:00.000+01:00, Deep sleep, 54, 55, 53, 
2022-04-04T07:54:00.000+01:00, 2022-04-04T08:05:00.000+01:00, Light sleep, 60, 75, 55, 
2022-04-04T23:59:00.000+01:00, 2022-04-05T00:47:00.000+01:00, Light sleep, 65, 86, 48, 
2022-04-05T00:47:00.000+01:00, 2022-04-05T00:57:00.000+01:00, Deep sleep, 49, 53, 48, 
2022-04-05T00:57:00.000+01:00, 2022-04-05T01:08:00.000+01:00, Light sleep, 49, 53, 48, 
2022-04-05T01:08:00.000+01:00, 2022-04-05T01:19:00.000+01:00, Deep sleep, 53, 55, 52, 
2022-04-05T01:19:00.000+01:00, 2022-04-05T01:31:00.000+01:00, Light sleep, 52, 55, 48, 
2022-04-05T01:31:00.000+01:00, 2022-04-05T01:44:00.000+01:00, Deep sleep, 74, 74, 74, 
2022-04-05T01:44:00.000+01:00, 2022-04-05T02:13:00.000+01:00, Light sleep, 51, 51, 51, 
2022-04-05T02:13:00.000+01:00, 2022-04-05T03:06:00.000+01:00, Deep sleep, 53, 55, 49, 
2022-04-05T03:06:00.000+01:00, 2022-04-05T03:43:00.000+01:00, Light sleep, 59, 93, 48, 
2022-04-05T03:43:00.000+01:00, 2022-04-05T04:20:00.000+01:00, Deep sleep, 53, 57, 48, 
2022-04-05T04:20:00.000+01:00, 2022-04-05T04:51:00.000+01:00, Light sleep, 58, 95, 48, 
2022-04-05T04:51:00.000+01:00, 2022-04-05T05:09:00.000+01:00, Deep sleep, 54, 59, 48, 
2022-04-05T05:09:00.000+01:00, 2022-04-05T05:22:00.000+01:00, Light sleep, 62, 85, 48, 
2022-04-05T05:22:00.000+01:00, 2022-04-05T05:59:00.000+01:00, Deep sleep, 54, 102, 48, 
2022-04-05T05:59:00.000+01:00, 2022-04-05T06:59:00.000+01:00, Light sleep, 61, 100, 53, 
2022-04-05T06:59:00.000+01:00, 2022-04-05T07:27:00.000+01:00, Deep sleep, 55, 61, 53, 
2022-04-05T07:27:00.000+01:00, 2022-04-05T08:07:00.000+01:00, Light sleep, 64, 86, 48, 
2022-04-06T01:20:00.000+01:00, 2022-04-06T01:44:00.000+01:00, Light sleep, 71, 77, 64, 
2022-04-06T01:44:00.000+01:00, 2022-04-06T01:58:00.000+01:00, Deep sleep, 61, 71, 55, 
2022-04-06T01:58:00.000+01:00, 2022-04-06T03:08:00.000+01:00, Light sleep, 72, 94, 58, 
2022-04-06T03:08:00.000+01:00, 2022-04-06T03:22:00.000+01:00, Awake (during sleep cycle), 78, 94, 64, 
2022-04-06T03:22:00.000+01:00, 2022-04-06T05:35:00.000+01:00, Light sleep, 64, 86, 55, 
2022-04-06T05:35:00.000+01:00, 2022-04-06T05:57:00.000+01:00, Deep sleep, 59, 65, 55, 
2022-04-06T05:57:00.000+01:00, 2022-04-06T09:02:00.000+01:00, Light sleep, 63, 117, 53, 
2022-04-06T09:02:00.000+01:00, 2022-04-06T09:13:00.000+01:00, Deep sleep, 55, 61, 54, 
2022-04-06T09:13:00.000+01:00, 2022-04-06T09:27:00.000+01:00, Light sleep, 63, 74, 58, 
2022-04-06T09:27:00.000+01:00, 2022-04-06T09:50:00.000+01:00, Deep sleep, 62, 65, 59, 
2022-04-06T09:50:00.000+01:00, 2022-04-06T10:30:00.000+01:00, Light sleep, 64, 83, 52, 
2022-04-06T22:54:00.000+01:00, 2022-04-07T01:47:00.000+01:00, Light sleep, 72, 79, 63, 
2022-04-07T01:47:00.000+01:00, 2022-04-07T02:20:00.000+01:00, Deep sleep, 62, 65, 60, 
2022-04-07T02:20:00.000+01:00, 2022-04-07T02:40:00.000+01:00, Light sleep, 77, 86, 68, 
2022-04-07T02:40:00.000+01:00, 2022-04-07T02:52:00.000+01:00, Deep sleep, 70, 70, 70, 
2022-04-07T02:52:00.000+01:00, 2022-04-07T03:45:00.000+01:00, Light sleep, 65, 70, 63, 
2022-04-07T03:45:00.000+01:00, 2022-04-07T03:53:00.000+01:00, Deep sleep, null
2022-04-07T03:53:00.000+01:00, 2022-04-07T04:11:00.000+01:00, Light sleep, 76, 76, 76, 
2022-04-07T04:11:00.000+01:00, 2022-04-07T04:26:00.000+01:00, Deep sleep, 65, 68, 63, 
2022-04-07T04:26:00.000+01:00, 2022-04-07T05:32:00.000+01:00, Light sleep, 61, 77, 49, 
2022-04-07T05:32:00.000+01:00, 2022-04-07T06:05:00.000+01:00, Deep sleep, 57, 64, 55, 
2022-04-07T06:05:00.000+01:00, 2022-04-07T07:06:00.000+01:00, Light sleep, 63, 95, 54, 
2022-04-07T23:33:00.000+01:00, 2022-04-07T23:58:00.000+01:00, Light sleep, 72, 93, 58, 
2022-04-07T23:58:00.000+01:00, 2022-04-08T00:22:00.000+01:00, Deep sleep, 51, 59, 48, 
2022-04-08T00:22:00.000+01:00, 2022-04-08T00:50:00.000+01:00, Light sleep, 60, 76, 53, 
2022-04-08T00:50:00.000+01:00, 2022-04-08T02:00:00.000+01:00, Deep sleep, 75, 76, 75, 
2022-04-08T02:00:00.000+01:00, 2022-04-08T02:59:00.000+01:00, Light sleep, 59, 74, 55, 
2022-04-08T02:59:00.000+01:00, 2022-04-08T03:38:00.000+01:00, Deep sleep, 54, 63, 48, 
2022-04-08T03:38:00.000+01:00, 2022-04-08T03:49:00.000+01:00, Light sleep, 54, 56, 54, 
2022-04-08T03:49:00.000+01:00, 2022-04-08T04:09:00.000+01:00, Deep sleep, 55, 57, 54, 
2022-04-08T04:09:00.000+01:00, 2022-04-08T05:11:00.000+01:00, Light sleep, 56, 86, 48, 
2022-04-08T05:11:00.000+01:00, 2022-04-08T05:45:00.000+01:00, Deep sleep, 54, 61, 50, 
2022-04-08T05:45:00.000+01:00, 2022-04-08T05:56:00.000+01:00, Light sleep, 56, 57, 55, 
2022-04-08T05:56:00.000+01:00, 2022-04-08T06:14:00.000+01:00, Deep sleep, 54, 55, 54, 
2022-04-08T06:14:00.000+01:00, 2022-04-08T07:46:00.000+01:00, Light sleep, 58, 94, 48, 
2022-04-08T07:46:00.000+01:00, 2022-04-08T08:07:00.000+01:00, Deep sleep, 54, 56, 49, 
2022-04-08T08:07:00.000+01:00, 2022-04-08T09:12:00.000+01:00, Light sleep, 64, 95, 47, 
2022-04-09T02:49:00.000+01:00, 2022-04-09T04:26:00.000+01:00, Light sleep, 66, 76, 55, 
2022-04-09T04:26:00.000+01:00, 2022-04-09T04:37:00.000+01:00, Deep sleep, 54, 55, 50, 
2022-04-09T04:37:00.000+01:00, 2022-04-09T04:47:00.000+01:00, Light sleep, 61, 86, 48, 
2022-04-09T04:47:00.000+01:00, 2022-04-09T05:15:00.000+01:00, Deep sleep, 53, 59, 51, 
2022-04-09T05:15:00.000+01:00, 2022-04-09T05:51:00.000+01:00, Light sleep, 64, 87, 48, 
2022-04-09T05:51:00.000+01:00, 2022-04-09T06:53:00.000+01:00, Deep sleep, 53, 78, 48, 
2022-04-09T06:53:00.000+01:00, 2022-04-09T07:50:00.000+01:00, Light sleep, 61, 79, 48, 
2022-04-09T07:50:00.000+01:00, 2022-04-09T08:15:00.000+01:00, Deep sleep, 56, 71, 50, 
2022-04-09T08:15:00.000+01:00, 2022-04-09T10:07:00.000+01:00, Light sleep, 62, 102, 48, 
2022-04-10T00:38:00.000+01:00, 2022-04-10T00:58:00.000+01:00, Light sleep, 68, 77, 53, 
2022-04-10T00:58:00.000+01:00, 2022-04-10T01:20:00.000+01:00, Deep sleep, 55, 59, 53, 
2022-04-10T01:20:00.000+01:00, 2022-04-10T02:21:00.000+01:00, Light sleep, 59, 92, 48, 
2022-04-10T02:21:00.000+01:00, 2022-04-10T03:28:00.000+01:00, Deep sleep, 55, 64, 47, 
2022-04-10T03:28:00.000+01:00, 2022-04-10T04:08:00.000+01:00, Light sleep, 63, 85, 48, 
2022-04-10T04:08:00.000+01:00, 2022-04-10T05:27:00.000+01:00, Deep sleep, 54, 61, 47, 
2022-04-10T05:27:00.000+01:00, 2022-04-10T07:40:00.000+01:00, Light sleep, 58, 79, 46, 
2022-04-10T07:40:00.000+01:00, 2022-04-10T07:49:00.000+01:00, Deep sleep, 50, 55, 46, 
2022-04-10T07:49:00.000+01:00, 2022-04-10T10:02:00.000+01:00, Light sleep, 56, 75, 47, 
2022-04-10T10:02:00.000+01:00, 2022-04-10T10:15:00.000+01:00, Deep sleep, 52, 58, 48, 
2022-04-10T10:15:00.000+01:00, 2022-04-10T10:17:00.000+01:00, Light sleep, 55, 55, 55, 
2022-04-10T23:19:00.000+01:00, 2022-04-11T02:17:00.000+01:00, Light sleep, 59, 95, 48, 
2022-04-11T02:17:00.000+01:00, 2022-04-11T02:54:00.000+01:00, Deep sleep, 49, 54, 47, 
2022-04-11T02:54:00.000+01:00, 2022-04-11T04:00:00.000+01:00, Light sleep, 53, 79, 43, 
2022-04-11T04:00:00.000+01:00, 2022-04-11T04:10:00.000+01:00, Deep sleep, 47, 49, 47, 
2022-04-11T04:10:00.000+01:00, 2022-04-11T04:24:00.000+01:00, Light sleep, 53, 75, 47, 
2022-04-11T04:24:00.000+01:00, 2022-04-11T04:43:00.000+01:00, Deep sleep, 50, 55, 48, 
2022-04-11T04:43:00.000+01:00, 2022-04-11T05:02:00.000+01:00, Light sleep, 55, 85, 47, 
2022-04-11T05:02:00.000+01:00, 2022-04-11T06:01:00.000+01:00, Deep sleep, 50, 55, 47, 
2022-04-11T06:01:00.000+01:00, 2022-04-11T06:52:00.000+01:00, Light sleep, 56, 83, 48, 
2022-04-11T06:52:00.000+01:00, 2022-04-11T07:01:00.000+01:00, Deep sleep, 48, 49, 48, 
2022-04-11T07:01:00.000+01:00, 2022-04-11T08:36:00.000+01:00, Light sleep, 54, 79, 46, 
2022-04-11T08:36:00.000+01:00, 2022-04-11T09:01:00.000+01:00, Deep sleep, 51, 55, 48, 
2022-04-11T09:01:00.000+01:00, 2022-04-11T09:42:00.000+01:00, Light sleep, 53, 74, 48, 
2022-04-12T01:13:00.000+01:00, 2022-04-12T01:22:00.000+01:00, Light sleep, 50, 50, 50, 
2022-04-12T01:22:00.000+01:00, 2022-04-12T01:42:00.000+01:00, Deep sleep, 52, 59, 47, 
2022-04-12T01:42:00.000+01:00, 2022-04-12T02:05:00.000+01:00, Light sleep, 56, 75, 48, 
2022-04-12T02:05:00.000+01:00, 2022-04-12T02:25:00.000+01:00, Deep sleep, 56, 59, 54, 
2022-04-12T02:25:00.000+01:00, 2022-04-12T02:35:00.000+01:00, Light sleep, 58, 75, 49, 
2022-04-12T02:35:00.000+01:00, 2022-04-12T02:45:00.000+01:00, Deep sleep, 49, 53, 48, 
2022-04-12T02:45:00.000+01:00, 2022-04-12T02:56:00.000+01:00, Light sleep, 54, 75, 48, 
2022-04-12T02:56:00.000+01:00, 2022-04-12T03:19:00.000+01:00, Deep sleep, null
2022-04-12T03:19:00.000+01:00, 2022-04-12T03:56:00.000+01:00, Light sleep, 57, 76, 48, 
2022-04-12T03:56:00.000+01:00, 2022-04-12T04:49:00.000+01:00, Deep sleep, 51, 67, 48, 
2022-04-12T04:49:00.000+01:00, 2022-04-12T05:19:00.000+01:00, Light sleep, 54, 92, 48, 
2022-04-12T05:19:00.000+01:00, 2022-04-12T06:06:00.000+01:00, Deep sleep, 49, 57, 48, 
2022-04-12T06:06:00.000+01:00, 2022-04-12T07:23:00.000+01:00, Light sleep, 52, 76, 46, 
2022-04-12T07:23:00.000+01:00, 2022-04-12T07:34:00.000+01:00, Deep sleep, 75, 75, 75, 
2022-04-12T07:34:00.000+01:00, 2022-04-12T07:50:00.000+01:00, Light sleep, 76, 76, 76, 
2022-04-13T02:17:00.000+01:00, 2022-04-13T02:50:00.000+01:00, Light sleep, 60, 75, 55, 
2022-04-13T02:50:00.000+01:00, 2022-04-13T03:17:00.000+01:00, Deep sleep, 55, 59, 52, 
2022-04-13T03:17:00.000+01:00, 2022-04-13T03:27:00.000+01:00, Light sleep, 52, 53, 52, 
2022-04-13T03:27:00.000+01:00, 2022-04-13T04:09:00.000+01:00, Deep sleep, null
2022-04-13T04:09:00.000+01:00, 2022-04-13T04:47:00.000+01:00, Light sleep, 53, 59, 48, 
2022-04-13T04:47:00.000+01:00, 2022-04-13T05:24:00.000+01:00, Deep sleep, 50, 59, 48, 
2022-04-13T05:24:00.000+01:00, 2022-04-13T06:06:00.000+01:00, Light sleep, 56, 76, 48, 
2022-04-13T06:06:00.000+01:00, 2022-04-13T06:48:00.000+01:00, Deep sleep, 51, 55, 47, 
2022-04-13T06:48:00.000+01:00, 2022-04-13T07:39:00.000+01:00, Light sleep, 56, 78, 47, 
2022-04-13T07:39:00.000+01:00, 2022-04-13T07:55:00.000+01:00, Deep sleep, 52, 59, 49, 
2022-04-13T07:55:00.000+01:00, 2022-04-13T09:31:00.000+01:00, Light sleep, 55, 93, 47, 
2022-04-14T00:05:00.000+01:00, 2022-04-14T00:51:00.000+01:00, Light sleep, 57, 79, 47, 
2022-04-14T00:51:00.000+01:00, 2022-04-14T01:32:00.000+01:00, Deep sleep, 54, 56, 52, 
2022-04-14T01:32:00.000+01:00, 2022-04-14T01:42:00.000+01:00, Light sleep, 53, 59, 51, 
2022-04-14T01:42:00.000+01:00, 2022-04-14T02:00:00.000+01:00, Deep sleep, null
2022-04-14T02:00:00.000+01:00, 2022-04-14T02:38:00.000+01:00, Light sleep, 49, 52, 48, 
2022-04-14T02:38:00.000+01:00, 2022-04-14T03:01:00.000+01:00, Deep sleep, 51, 55, 48, 
2022-04-14T03:01:00.000+01:00, 2022-04-14T03:50:00.000+01:00, Light sleep, 58, 85, 47, 
2022-04-14T03:50:00.000+01:00, 2022-04-14T04:08:00.000+01:00, Deep sleep, 52, 59, 48, 
2022-04-14T04:08:00.000+01:00, 2022-04-14T04:18:00.000+01:00, Light sleep, 55, 57, 54, 
2022-04-14T04:18:00.000+01:00, 2022-04-14T04:29:00.000+01:00, Deep sleep, 53, 55, 51, 
2022-04-14T04:29:00.000+01:00, 2022-04-14T05:13:00.000+01:00, Light sleep, 60, 94, 47, 
2022-04-14T05:13:00.000+01:00, 2022-04-14T05:48:00.000+01:00, Deep sleep, 52, 55, 48, 
2022-04-14T05:48:00.000+01:00, 2022-04-14T06:38:00.000+01:00, Light sleep, 57, 73, 49, 
2022-04-14T06:38:00.000+01:00, 2022-04-14T06:49:00.000+01:00, Deep sleep, null
2022-04-14T06:49:00.000+01:00, 2022-04-14T06:59:00.000+01:00, Light sleep, 48, 48, 48, 
2022-04-14T06:59:00.000+01:00, 2022-04-14T07:26:00.000+01:00, Deep sleep, 57, 61, 49, 
2022-04-14T07:26:00.000+01:00, 2022-04-14T08:35:00.000+01:00, Light sleep, 59, 84, 48, 
2022-04-14T08:35:00.000+01:00, 2022-04-14T08:52:00.000+01:00, Deep sleep, 57, 64, 48, 
2022-04-14T08:52:00.000+01:00, 2022-04-14T09:07:00.000+01:00, Light sleep, 57, 65, 54, 
2022-04-15T02:19:00.000+01:00, 2022-04-15T02:29:00.000+01:00, Light sleep, 67, 81, 54, 
2022-04-15T02:29:00.000+01:00, 2022-04-15T03:10:00.000+01:00, Deep sleep, 55, 58, 54, 
2022-04-15T03:10:00.000+01:00, 2022-04-15T03:51:00.000+01:00, Light sleep, 58, 79, 53, 
2022-04-15T03:51:00.000+01:00, 2022-04-15T04:01:00.000+01:00, Deep sleep, 54, 56, 52, 
2022-04-15T04:01:00.000+01:00, 2022-04-15T06:00:00.000+01:00, Light sleep, 59, 78, 48, 
2022-04-15T06:00:00.000+01:00, 2022-04-15T06:10:00.000+01:00, Deep sleep, 53, 56, 48, 
2022-04-15T06:10:00.000+01:00, 2022-04-15T06:20:00.000+01:00, Light sleep, 62, 83, 55, 
2022-04-15T06:20:00.000+01:00, 2022-04-15T06:33:00.000+01:00, Deep sleep, 56, 59, 54, 
2022-04-15T06:33:00.000+01:00, 2022-04-15T07:02:00.000+01:00, Light sleep, 58, 65, 55, 
2022-04-15T07:02:00.000+01:00, 2022-04-15T07:20:00.000+01:00, Deep sleep, null
2022-04-15T07:20:00.000+01:00, 2022-04-15T08:00:00.000+01:00, Light sleep, 60, 84, 48, 
2022-04-15T08:00:00.000+01:00, 2022-04-15T08:18:00.000+01:00, Deep sleep, 55, 59, 53, 
2022-04-15T08:18:00.000+01:00, 2022-04-15T09:19:00.000+01:00, Light sleep, 59, 85, 52, 
2022-04-15T23:52:00.000+01:00, 2022-04-15T23:55:00.000+01:00, Light sleep, 56, 56, 56, 
2022-04-15T23:55:00.000+01:00, 2022-04-16T00:59:00.000+01:00, Deep sleep, 54, 56, 51, 
2022-04-16T00:59:00.000+01:00, 2022-04-16T01:55:00.000+01:00, Light sleep, 60, 79, 52, 
2022-04-16T01:55:00.000+01:00, 2022-04-16T02:26:00.000+01:00, Deep sleep, 55, 59, 55, 
2022-04-16T02:26:00.000+01:00, 2022-04-16T03:22:00.000+01:00, Light sleep, 60, 94, 53, 
2022-04-16T03:22:00.000+01:00, 2022-04-16T04:04:00.000+01:00, Deep sleep, 55, 58, 54, 
2022-04-16T04:04:00.000+01:00, 2022-04-16T06:43:00.000+01:00, Light sleep, 60, 94, 45, 
2022-04-16T06:43:00.000+01:00, 2022-04-16T07:06:00.000+01:00, Deep sleep, 55, 60, 53, 
2022-04-16T07:06:00.000+01:00, 2022-04-16T07:27:00.000+01:00, Light sleep, 58, 63, 55, 
2022-04-16T07:27:00.000+01:00, 2022-04-16T07:35:00.000+01:00, Deep sleep, 53, 55, 48, 
2022-04-16T07:35:00.000+01:00, 2022-04-16T07:57:00.000+01:00, Light sleep, 64, 99, 48, 
2022-04-16T23:46:00.000+01:00, 2022-04-16T23:53:00.000+01:00, Deep sleep, 59, 61, 58, 
2022-04-16T23:53:00.000+01:00, 2022-04-17T00:00:00.000+01:00, Light sleep, 58, 58, 58, 
2022-04-17T00:00:00.000+01:00, 2022-04-17T00:16:00.000+01:00, Deep sleep, 56, 58, 54, 
2022-04-17T00:16:00.000+01:00, 2022-04-17T00:34:00.000+01:00, Light sleep, 58, 70, 55, 
2022-04-17T00:34:00.000+01:00, 2022-04-17T00:59:00.000+01:00, Deep sleep, 57, 67, 53, 
2022-04-17T00:59:00.000+01:00, 2022-04-17T03:26:00.000+01:00, Light sleep, 66, 86, 55, 
2022-04-17T03:26:00.000+01:00, 2022-04-17T04:10:00.000+01:00, Deep sleep, 57, 63, 52, 
2022-04-17T04:10:00.000+01:00, 2022-04-17T05:24:00.000+01:00, Light sleep, 61, 75, 53, 
2022-04-17T05:24:00.000+01:00, 2022-04-17T05:52:00.000+01:00, Deep sleep, 57, 63, 55, 
2022-04-17T05:52:00.000+01:00, 2022-04-17T06:26:00.000+01:00, Light sleep, 62, 87, 54, 
2022-04-17T06:26:00.000+01:00, 2022-04-17T06:59:00.000+01:00, Deep sleep, 55, 63, 48, 
2022-04-17T06:59:00.000+01:00, 2022-04-17T08:30:00.000+01:00, Light sleep, 61, 93, 48, 
2022-04-17T08:30:00.000+01:00, 2022-04-17T08:57:00.000+01:00, Deep sleep, 57, 63, 55, 
2022-04-17T08:57:00.000+01:00, 2022-04-17T09:24:00.000+01:00, Light sleep, 62, 78, 55, 
2022-04-17T23:08:00.000+01:00, 2022-04-17T23:37:00.000+01:00, Light sleep, 62, 75, 55, 
2022-04-17T23:37:00.000+01:00, 2022-04-17T23:59:00.000+01:00, Deep sleep, 51, 59, 48, 
2022-04-17T23:59:00.000+01:00, 2022-04-18T00:09:00.000+01:00, Light sleep, 49, 51, 48, 
2022-04-18T00:09:00.000+01:00, 2022-04-18T00:33:00.000+01:00, Deep sleep, 49, 55, 48, 
2022-04-18T00:33:00.000+01:00, 2022-04-18T00:37:00.000+01:00, Light sleep, 48, 49, 48, 
2022-04-18T00:37:00.000+01:00, 2022-04-18T00:59:00.000+01:00, Deep sleep, 67, 92, 48, 
